# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"cow","anchor_id":"FILE1_Z0_XY1","type":2,"desc":"","options":{"0":"stand","1":"lying down","2":"foraging","3":"drinking water","4":"rumination"},"default_option_id":""}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"174_TI74RLQQ","[""480_00007.jpg""]",0,"[]","[2,1608.511,273.83,250.851,480.638]","{""1"":""0,2""}"
"174_4EIKu3td","[""480_00007.jpg""]",0,"[]","[2,1407.447,174.255,191.489,180]","{""1"":""4,1""}"
"174_pNXOfXLT","[""480_00007.jpg""]",0,"[]","[2,1026.383,143.617,199.149,166.596]","{""1"":""1,4""}"
"174_SCAmCvR2","[""480_00007.jpg""]",0,"[]","[2,1284.894,114.894,126.383,118.723]","{""1"":""1""}"
"174_SXa4P8Z9","[""480_00007.jpg""]",0,"[]","[2,1679.362,222.128,153.191,166.595]","{""1"":""1""}"
"174_dCGTsdQH","[""480_00007.jpg""]",0,"[]","[2,1495.532,143.617,118.723,105.319]","{""1"":""1""}"
"174_3UsXUhIX","[""480_00007.jpg""]",0,"[]","[2,1859.362,258.511,51.702,153.191]","{""1"":""1""}"
"174_9g53u5vC","[""480_00007.jpg""]",0,"[]","[2,1060.851,95.745,170.426,105.319]","{""1"":""1""}"
"174_P7sXQnW6","[""480_00007.jpg""]",0,"[]","[2,737.234,143.617,185.745,145.532]","{""1"":""1""}"
"174_tYrCCefy","[""480_00007.jpg""]",0,"[]","[2,792.766,84.255,99.574,86.171]","{""1"":""1,4""}"
"174_a6zeJ9ls","[""480_00007.jpg""]",0,"[]","[2,582.128,97.66,116.808,95.744]","{""1"":""1""}"
"174_5vmbz0Ch","[""480_00007.jpg""]",0,"[]","[2,474.894,74.681,109.149,135.957]","{""1"":""1""}"
"174_f27g4MzT","[""480_00007.jpg""]",0,"[]","[2,216.383,157.021,344.681,225.958]","{""1"":""0,4""}"
"174_Vw8awpKR","[""480_00007.jpg""]",0,"[]","[2,0,247.021,124.468,260.426]","{""1"":""0,2""}"
"174_aZGwCqj0","[""480_00007.jpg""]",0,"[]","[2,178.085,32.553,76.596,99.575]","{""1"":""0""}"
"175_LguPPLCX","[""481_00002.jpg""]",0,"[]","[2,1667.872,206.809,164.681,183.829]","{""1"":""1""}"
"175_QuOX9RXB","[""481_00002.jpg""]",0,"[]","[2,1417.021,195.319,208.724,158.936]","{""1"":""1""}"
"175_LHStN4Yk","[""481_00002.jpg""]",0,"[]","[2,1468.723,135.957,126.383,105.32]","{""1"":""1""}"
"175_HpJJsh6G","[""481_00002.jpg""]",0,"[]","[2,1284.894,120.638,145.532,107.234]","{""1"":""1""}"
"175_dcgyn2Hg","[""481_00002.jpg""]",0,"[]","[2,1012.979,126.383,218.298,185.745]","{""1"":""1""}"
"175_Co0ICzQ4","[""481_00002.jpg""]",0,"[]","[2,1166.17,72.766,116.809,157.021]","{""1"":""1""}"
"175_DDSGyKXw","[""481_00002.jpg""]",0,"[]","[2,737.234,162.766,147.447,124.468]","{""1"":""1""}"
"175_bNfCDJFH","[""481_00002.jpg""]",0,"[]","[2,787.021,90,101.49,101.489]","{""1"":""1""}"
"175_2eU4eQF7","[""481_00002.jpg""]",0,"[]","[2,423.191,135.957,231.703,160.852]","{""1"":""1""}"
"175_4JKuxGH7","[""481_00002.jpg""]",0,"[]","[2,557.234,78.511,143.617,111.063]","{""1"":""1""}"
"175_sa4oWHNP","[""481_00002.jpg""]",0,"[]","[2,212.553,145.532,197.234,164.681]","{""1"":""1""}"
"175_nsfOglnb","[""481_00002.jpg""]",0,"[]","[2,88.085,185.745,126.383,139.787]","{""1"":""1""}"
"175_nw3HMXpS","[""481_00002.jpg""]",0,"[]","[2,430.851,22.979,112.979,130.212]","{""1"":""1""}"
"176_LguPPLCX","[""481_00003.jpg""]",0,"[]","[2,1667.872,206.809,164.681,183.829]","{""1"":""1""}"
"176_QuOX9RXB","[""481_00003.jpg""]",0,"[]","[2,1417.021,195.319,208.724,158.936]","{""1"":""1""}"
"176_LHStN4Yk","[""481_00003.jpg""]",0,"[]","[2,1468.723,135.957,126.383,105.32]","{""1"":""1""}"
"176_HpJJsh6G","[""481_00003.jpg""]",0,"[]","[2,1284.894,120.638,145.532,107.234]","{""1"":""1""}"
"176_dcgyn2Hg","[""481_00003.jpg""]",0,"[]","[2,1012.979,126.383,218.298,185.745]","{""1"":""1""}"
"176_Co0ICzQ4","[""481_00003.jpg""]",0,"[]","[2,1166.17,72.766,116.809,157.021]","{""1"":""1""}"
"176_DDSGyKXw","[""481_00003.jpg""]",0,"[]","[2,737.234,162.766,147.447,124.468]","{""1"":""1""}"
"176_bNfCDJFH","[""481_00003.jpg""]",0,"[]","[2,787.021,90,101.49,101.489]","{""1"":""1""}"
"176_2eU4eQF7","[""481_00003.jpg""]",0,"[]","[2,423.191,135.957,231.703,160.852]","{""1"":""1""}"
"176_4JKuxGH7","[""481_00003.jpg""]",0,"[]","[2,557.234,78.511,143.617,111.063]","{""1"":""1""}"
"176_sa4oWHNP","[""481_00003.jpg""]",0,"[]","[2,212.553,145.532,197.234,164.681]","{""1"":""1""}"
"176_nsfOglnb","[""481_00003.jpg""]",0,"[]","[2,88.085,185.745,126.383,139.787]","{""1"":""1""}"
"176_nw3HMXpS","[""481_00003.jpg""]",0,"[]","[2,430.851,22.979,112.979,130.212]","{""1"":""1""}"
"177_LguPPLCX","[""481_00004.jpg""]",0,"[]","[2,1667.872,206.809,164.681,183.829]","{""1"":""1""}"
"177_QuOX9RXB","[""481_00004.jpg""]",0,"[]","[2,1417.021,195.319,208.724,158.936]","{""1"":""1""}"
"177_LHStN4Yk","[""481_00004.jpg""]",0,"[]","[2,1468.723,135.957,126.383,105.32]","{""1"":""1""}"
"177_HpJJsh6G","[""481_00004.jpg""]",0,"[]","[2,1284.894,120.638,145.532,107.234]","{""1"":""1""}"
"177_dcgyn2Hg","[""481_00004.jpg""]",0,"[]","[2,1012.979,126.383,218.298,185.745]","{""1"":""1""}"
"177_Co0ICzQ4","[""481_00004.jpg""]",0,"[]","[2,1166.17,72.766,116.809,157.021]","{""1"":""1""}"
"177_DDSGyKXw","[""481_00004.jpg""]",0,"[]","[2,737.234,162.766,147.447,124.468]","{""1"":""1""}"
"177_bNfCDJFH","[""481_00004.jpg""]",0,"[]","[2,787.021,90,101.49,101.489]","{""1"":""1""}"
"177_2eU4eQF7","[""481_00004.jpg""]",0,"[]","[2,423.191,135.957,231.703,160.852]","{""1"":""1""}"
"177_4JKuxGH7","[""481_00004.jpg""]",0,"[]","[2,557.234,78.511,143.617,111.063]","{""1"":""1""}"
"177_sa4oWHNP","[""481_00004.jpg""]",0,"[]","[2,212.553,145.532,197.234,164.681]","{""1"":""1""}"
"177_nsfOglnb","[""481_00004.jpg""]",0,"[]","[2,88.085,185.745,126.383,139.787]","{""1"":""1""}"
"177_nw3HMXpS","[""481_00004.jpg""]",0,"[]","[2,430.851,22.979,112.979,130.212]","{""1"":""1""}"
"178_LguPPLCX","[""481_00005.jpg""]",0,"[]","[2,1667.872,206.809,164.681,183.829]","{""1"":""1""}"
"178_QuOX9RXB","[""481_00005.jpg""]",0,"[]","[2,1417.021,195.319,208.724,158.936]","{""1"":""1""}"
"178_LHStN4Yk","[""481_00005.jpg""]",0,"[]","[2,1468.723,135.957,126.383,105.32]","{""1"":""1""}"
"178_HpJJsh6G","[""481_00005.jpg""]",0,"[]","[2,1284.894,120.638,145.532,107.234]","{""1"":""1""}"
"178_dcgyn2Hg","[""481_00005.jpg""]",0,"[]","[2,1012.979,126.383,218.298,185.745]","{""1"":""1""}"
"178_Co0ICzQ4","[""481_00005.jpg""]",0,"[]","[2,1166.17,72.766,116.809,157.021]","{""1"":""1""}"
"178_DDSGyKXw","[""481_00005.jpg""]",0,"[]","[2,737.234,162.766,147.447,124.468]","{""1"":""1""}"
"178_bNfCDJFH","[""481_00005.jpg""]",0,"[]","[2,787.021,90,101.49,101.489]","{""1"":""1""}"
"178_2eU4eQF7","[""481_00005.jpg""]",0,"[]","[2,423.191,135.957,231.703,160.852]","{""1"":""1""}"
"178_4JKuxGH7","[""481_00005.jpg""]",0,"[]","[2,557.234,78.511,143.617,111.063]","{""1"":""1""}"
"178_sa4oWHNP","[""481_00005.jpg""]",0,"[]","[2,212.553,145.532,197.234,164.681]","{""1"":""1""}"
"178_nsfOglnb","[""481_00005.jpg""]",0,"[]","[2,88.085,185.745,126.383,139.787]","{""1"":""1""}"
"178_nw3HMXpS","[""481_00005.jpg""]",0,"[]","[2,430.851,22.979,112.979,130.212]","{""1"":""1""}"
"179_LguPPLCX","[""481_00006.jpg""]",0,"[]","[2,1667.872,206.809,164.681,183.829]","{""1"":""1""}"
"179_QuOX9RXB","[""481_00006.jpg""]",0,"[]","[2,1417.021,195.319,208.724,158.936]","{""1"":""1""}"
"179_LHStN4Yk","[""481_00006.jpg""]",0,"[]","[2,1468.723,135.957,126.383,105.32]","{""1"":""1""}"
"179_HpJJsh6G","[""481_00006.jpg""]",0,"[]","[2,1284.894,120.638,145.532,107.234]","{""1"":""1""}"
"179_dcgyn2Hg","[""481_00006.jpg""]",0,"[]","[2,1012.979,126.383,218.298,185.745]","{""1"":""1""}"
"179_Co0ICzQ4","[""481_00006.jpg""]",0,"[]","[2,1166.17,72.766,116.809,157.021]","{""1"":""1""}"
"179_DDSGyKXw","[""481_00006.jpg""]",0,"[]","[2,737.234,162.766,147.447,124.468]","{""1"":""1""}"
"179_bNfCDJFH","[""481_00006.jpg""]",0,"[]","[2,787.021,90,101.49,101.489]","{""1"":""1""}"
"179_2eU4eQF7","[""481_00006.jpg""]",0,"[]","[2,423.191,135.957,231.703,160.852]","{""1"":""1""}"
"179_4JKuxGH7","[""481_00006.jpg""]",0,"[]","[2,557.234,78.511,143.617,111.063]","{""1"":""1""}"
"179_sa4oWHNP","[""481_00006.jpg""]",0,"[]","[2,212.553,145.532,197.234,164.681]","{""1"":""1""}"
"179_nsfOglnb","[""481_00006.jpg""]",0,"[]","[2,88.085,185.745,126.383,139.787]","{""1"":""1""}"
"179_nw3HMXpS","[""481_00006.jpg""]",0,"[]","[2,430.851,22.979,112.979,130.212]","{""1"":""1""}"
"180_LguPPLCX","[""481_00007.jpg""]",0,"[]","[2,1667.872,206.809,164.681,183.829]","{""1"":""1""}"
"180_QuOX9RXB","[""481_00007.jpg""]",0,"[]","[2,1417.021,195.319,208.724,158.936]","{""1"":""1""}"
"180_LHStN4Yk","[""481_00007.jpg""]",0,"[]","[2,1468.723,135.957,126.383,105.32]","{""1"":""1""}"
"180_HpJJsh6G","[""481_00007.jpg""]",0,"[]","[2,1284.894,120.638,145.532,107.234]","{""1"":""1""}"
"180_dcgyn2Hg","[""481_00007.jpg""]",0,"[]","[2,1012.979,126.383,218.298,185.745]","{""1"":""1""}"
"180_Co0ICzQ4","[""481_00007.jpg""]",0,"[]","[2,1166.17,72.766,116.809,157.021]","{""1"":""1""}"
"180_DDSGyKXw","[""481_00007.jpg""]",0,"[]","[2,737.234,162.766,147.447,124.468]","{""1"":""1""}"
"180_bNfCDJFH","[""481_00007.jpg""]",0,"[]","[2,787.021,90,101.49,101.489]","{""1"":""1""}"
"180_2eU4eQF7","[""481_00007.jpg""]",0,"[]","[2,423.191,135.957,231.703,160.852]","{""1"":""1""}"
"180_4JKuxGH7","[""481_00007.jpg""]",0,"[]","[2,557.234,78.511,143.617,111.063]","{""1"":""1""}"
"180_sa4oWHNP","[""481_00007.jpg""]",0,"[]","[2,212.553,145.532,197.234,164.681]","{""1"":""1""}"
"180_nsfOglnb","[""481_00007.jpg""]",0,"[]","[2,88.085,185.745,126.383,139.787]","{""1"":""1""}"
"180_nw3HMXpS","[""481_00007.jpg""]",0,"[]","[2,430.851,22.979,112.979,130.212]","{""1"":""1""}"
"181_C4LVDrOY","[""482_00002.jpg""]",0,"[]","[2,1656.383,210.638,178.085,187.66]","{""1"":""1""}"
"181_EfV03asS","[""482_00002.jpg""]",0,"[]","[2,1411.277,187.66,216.383,168.51]","{""1"":""1,4""}"
"181_OLH8z0KL","[""482_00002.jpg""]",0,"[]","[2,1212.128,174.255,172.34,151.277]","{""1"":""1""}"
"181_MJKIr8lX","[""482_00002.jpg""]",0,"[]","[2,1005.319,153.191,197.234,172.341]","{""1"":""1""}"
"181_813Jmi7S","[""482_00002.jpg""]",0,"[]","[2,1045.532,86.17,128.298,111.064]","{""1"":""1""}"
"181_vm7Kys2Z","[""482_00002.jpg""]",0,"[]","[2,1842.128,260.426,68.936,143.617]","{""1"":""1""}"
"181_nuPqzzTR","[""482_00002.jpg""]",0,"[]","[2,1480.213,137.872,145.532,111.064]","{""1"":""1""}"
"181_By7WbZpx","[""482_00002.jpg""]",0,"[]","[2,762.128,105.319,132.127,239.362]","{""1"":""0,4""}"
"181_vKJUgu4i","[""482_00002.jpg""]",0,"[]","[2,465.319,124.468,178.085,168.511]","{""1"":""1,4""}"
"181_xMknziAt","[""482_00002.jpg""]",0,"[]","[2,220.21279,180.00032,195.319,137.872]","{""1"":""1""}"
"181_mfs6vTIt","[""482_00002.jpg""]",0,"[]","[2,0,126.383,155.106,260.426]","{""1"":""0,4""}"
"181_bJYvi4Sw","[""482_00002.jpg""]",0,"[]","[2,582.128,76.596,128.298,91.915]","{""1"":""1""}"
"182_C4LVDrOY","[""482_00003.jpg""]",0,"[]","[2,1656.383,210.638,178.085,187.66]","{""1"":""1""}"
"182_EfV03asS","[""482_00003.jpg""]",0,"[]","[2,1411.277,187.66,216.383,168.51]","{""1"":""1,4""}"
"182_OLH8z0KL","[""482_00003.jpg""]",0,"[]","[2,1212.128,174.255,172.34,151.277]","{""1"":""1""}"
"182_MJKIr8lX","[""482_00003.jpg""]",0,"[]","[2,1005.319,153.191,197.234,172.341]","{""1"":""1""}"
"182_813Jmi7S","[""482_00003.jpg""]",0,"[]","[2,1045.532,86.17,128.298,111.064]","{""1"":""1""}"
"182_vm7Kys2Z","[""482_00003.jpg""]",0,"[]","[2,1842.128,260.426,68.936,143.617]","{""1"":""1""}"
"182_nuPqzzTR","[""482_00003.jpg""]",0,"[]","[2,1480.213,137.872,145.532,111.064]","{""1"":""1""}"
"182_By7WbZpx","[""482_00003.jpg""]",0,"[]","[2,762.128,105.319,132.127,239.362]","{""1"":""0,4""}"
"182_vKJUgu4i","[""482_00003.jpg""]",0,"[]","[2,465.319,124.468,178.085,168.511]","{""1"":""1,4""}"
"182_xMknziAt","[""482_00003.jpg""]",0,"[]","[2,220.21279,180.00032,195.319,137.872]","{""1"":""1""}"
"182_mfs6vTIt","[""482_00003.jpg""]",0,"[]","[2,0,126.383,155.106,260.426]","{""1"":""0,4""}"
"182_bJYvi4Sw","[""482_00003.jpg""]",0,"[]","[2,582.128,76.596,128.298,91.915]","{""1"":""1""}"
"183_C4LVDrOY","[""482_00004.jpg""]",0,"[]","[2,1656.383,210.638,178.085,187.66]","{""1"":""1""}"
"183_EfV03asS","[""482_00004.jpg""]",0,"[]","[2,1411.277,187.66,216.383,168.51]","{""1"":""1,4""}"
"183_OLH8z0KL","[""482_00004.jpg""]",0,"[]","[2,1212.128,174.255,172.34,151.277]","{""1"":""1""}"
"183_MJKIr8lX","[""482_00004.jpg""]",0,"[]","[2,1005.319,153.191,197.234,172.341]","{""1"":""1""}"
"183_813Jmi7S","[""482_00004.jpg""]",0,"[]","[2,1045.532,86.17,128.298,111.064]","{""1"":""1""}"
"183_vm7Kys2Z","[""482_00004.jpg""]",0,"[]","[2,1842.128,260.426,68.936,143.617]","{""1"":""1""}"
"183_nuPqzzTR","[""482_00004.jpg""]",0,"[]","[2,1480.213,137.872,145.532,111.064]","{""1"":""1""}"
"183_By7WbZpx","[""482_00004.jpg""]",0,"[]","[2,762.128,105.319,132.127,239.362]","{""1"":""0,4""}"
"183_vKJUgu4i","[""482_00004.jpg""]",0,"[]","[2,465.319,124.468,178.085,168.511]","{""1"":""1,4""}"
"183_xMknziAt","[""482_00004.jpg""]",0,"[]","[2,220.21279,180.00032,195.319,137.872]","{""1"":""1""}"
"183_mfs6vTIt","[""482_00004.jpg""]",0,"[]","[2,0,126.383,155.106,260.426]","{""1"":""0,4""}"
"183_bJYvi4Sw","[""482_00004.jpg""]",0,"[]","[2,582.128,76.596,128.298,91.915]","{""1"":""1""}"
"184_C4LVDrOY","[""482_00005.jpg""]",0,"[]","[2,1656.383,210.638,178.085,187.66]","{""1"":""1""}"
"184_EfV03asS","[""482_00005.jpg""]",0,"[]","[2,1411.277,187.66,216.383,168.51]","{""1"":""1,4""}"
"184_OLH8z0KL","[""482_00005.jpg""]",0,"[]","[2,1212.128,174.255,172.34,151.277]","{""1"":""1""}"
"184_MJKIr8lX","[""482_00005.jpg""]",0,"[]","[2,1005.319,153.191,197.234,172.341]","{""1"":""1""}"
"184_813Jmi7S","[""482_00005.jpg""]",0,"[]","[2,1045.532,86.17,128.298,111.064]","{""1"":""1""}"
"184_vm7Kys2Z","[""482_00005.jpg""]",0,"[]","[2,1842.128,260.426,68.936,143.617]","{""1"":""1""}"
"184_nuPqzzTR","[""482_00005.jpg""]",0,"[]","[2,1480.213,137.872,145.532,111.064]","{""1"":""1""}"
"184_By7WbZpx","[""482_00005.jpg""]",0,"[]","[2,762.128,105.319,132.127,239.362]","{""1"":""0,4""}"
"184_vKJUgu4i","[""482_00005.jpg""]",0,"[]","[2,465.319,124.468,178.085,168.511]","{""1"":""1,4""}"
"184_xMknziAt","[""482_00005.jpg""]",0,"[]","[2,220.21279,180.00032,195.319,137.872]","{""1"":""1""}"
"184_mfs6vTIt","[""482_00005.jpg""]",0,"[]","[2,0,126.383,155.106,260.426]","{""1"":""0,4""}"
"184_bJYvi4Sw","[""482_00005.jpg""]",0,"[]","[2,582.128,76.596,128.298,91.915]","{""1"":""1""}"
"185_C4LVDrOY","[""482_00006.jpg""]",0,"[]","[2,1656.383,210.638,178.085,187.66]","{""1"":""1""}"
"185_EfV03asS","[""482_00006.jpg""]",0,"[]","[2,1411.277,187.66,216.383,168.51]","{""1"":""1,4""}"
"185_OLH8z0KL","[""482_00006.jpg""]",0,"[]","[2,1212.128,174.255,172.34,151.277]","{""1"":""1""}"
"185_MJKIr8lX","[""482_00006.jpg""]",0,"[]","[2,1005.319,153.191,197.234,172.341]","{""1"":""1""}"
"185_813Jmi7S","[""482_00006.jpg""]",0,"[]","[2,1045.532,86.17,128.298,111.064]","{""1"":""1""}"
"185_vm7Kys2Z","[""482_00006.jpg""]",0,"[]","[2,1842.128,260.426,68.936,143.617]","{""1"":""1""}"
"185_nuPqzzTR","[""482_00006.jpg""]",0,"[]","[2,1480.213,137.872,145.532,111.064]","{""1"":""1""}"
"185_By7WbZpx","[""482_00006.jpg""]",0,"[]","[2,762.128,105.319,132.127,239.362]","{""1"":""0,4""}"
"185_vKJUgu4i","[""482_00006.jpg""]",0,"[]","[2,465.319,124.468,178.085,168.511]","{""1"":""1,4""}"
"185_xMknziAt","[""482_00006.jpg""]",0,"[]","[2,220.21279,180.00032,195.319,137.872]","{""1"":""1""}"
"185_mfs6vTIt","[""482_00006.jpg""]",0,"[]","[2,0,126.383,155.106,260.426]","{""1"":""0,4""}"
"185_bJYvi4Sw","[""482_00006.jpg""]",0,"[]","[2,582.128,76.596,128.298,91.915]","{""1"":""1""}"
"186_C4LVDrOY","[""482_00007.jpg""]",0,"[]","[2,1656.383,210.638,178.085,187.66]","{""1"":""1""}"
"186_EfV03asS","[""482_00007.jpg""]",0,"[]","[2,1411.277,187.66,216.383,168.51]","{""1"":""1,4""}"
"186_OLH8z0KL","[""482_00007.jpg""]",0,"[]","[2,1212.128,174.255,172.34,151.277]","{""1"":""1""}"
"186_MJKIr8lX","[""482_00007.jpg""]",0,"[]","[2,1005.319,153.191,197.234,172.341]","{""1"":""1""}"
"186_813Jmi7S","[""482_00007.jpg""]",0,"[]","[2,1045.532,86.17,128.298,111.064]","{""1"":""1""}"
"186_vm7Kys2Z","[""482_00007.jpg""]",0,"[]","[2,1842.128,260.426,68.936,143.617]","{""1"":""1""}"
"186_nuPqzzTR","[""482_00007.jpg""]",0,"[]","[2,1480.213,137.872,145.532,111.064]","{""1"":""1""}"
"186_By7WbZpx","[""482_00007.jpg""]",0,"[]","[2,762.128,105.319,132.127,239.362]","{""1"":""0,4""}"
"186_vKJUgu4i","[""482_00007.jpg""]",0,"[]","[2,465.319,124.468,178.085,168.511]","{""1"":""1,4""}"
"186_xMknziAt","[""482_00007.jpg""]",0,"[]","[2,220.21279,180.00032,195.319,137.872]","{""1"":""1""}"
"186_mfs6vTIt","[""482_00007.jpg""]",0,"[]","[2,0,126.383,155.106,260.426]","{""1"":""0,4""}"
"186_bJYvi4Sw","[""482_00007.jpg""]",0,"[]","[2,582.128,76.596,128.298,91.915]","{""1"":""1""}"
"187_awG3eZyR","[""483_00002.jpg""]",0,"[]","[2,438.511,147.447,250.851,149.362]","{""1"":""1""}"
"187_yPmchGsG","[""483_00002.jpg""]",0,"[]","[2,413.617,107.234,130.213,97.66]","{""1"":""1""}"
"187_q33cyttt","[""483_00002.jpg""]",0,"[]","[2,564.894,93.82979,132.12728,88.08521]","{""1"":""1""}"
"187_ZNVeVXGZ","[""483_00002.jpg""]",0,"[]","[2,754.468,134.043,130.213,164.68]","{""1"":""1,4""}"
"187_I34ILXzi","[""483_00002.jpg""]",0,"[]","[2,1007.234,147.447,199.149,153.191]","{""1"":""1,4""}"
"187_FpgiIYXC","[""483_00002.jpg""]",0,"[]","[2,1225.532,151.277,174.255,172.34]","{""1"":""1,4""}"
"187_6XXXu5QM","[""483_00002.jpg""]",0,"[]","[2,1035.957,82.34,141.703,97.66]","{""1"":""1,4""}"
"187_XMBbXkXv","[""483_00002.jpg""]",0,"[]","[2,1405.532,197.234,208.723,176.17]","{""1"":""1,4""}"
"187_SNGXCGgD","[""483_00002.jpg""]",0,"[]","[2,1662.128,204.894,168.51,189.574]","{""1"":""1,4""}"
"187_7OPTXWU7","[""483_00002.jpg""]",0,"[]","[2,1487.872,145.532,141.702,111.064]","{""1"":""1,4""}"
"187_46X6HEix","[""483_00002.jpg""]",0,"[]","[2,1840.213,275.745,74.681,149.361]","{""1"":""1""}"
"187_ygOl1jTG","[""483_00002.jpg""]",0,"[]","[2,1307.872,122.553,124.468,109.149]","{""1"":""1""}"
"188_awG3eZyR","[""483_00003.jpg""]",0,"[]","[2,438.511,147.447,250.851,149.362]","{""1"":""1""}"
"188_yPmchGsG","[""483_00003.jpg""]",0,"[]","[2,413.617,107.234,130.213,97.66]","{""1"":""1""}"
"188_q33cyttt","[""483_00003.jpg""]",0,"[]","[2,564.894,93.82979,132.12728,88.08521]","{""1"":""1""}"
"188_ZNVeVXGZ","[""483_00003.jpg""]",0,"[]","[2,754.468,134.043,130.213,164.68]","{""1"":""1,4""}"
"188_I34ILXzi","[""483_00003.jpg""]",0,"[]","[2,1007.234,147.447,199.149,153.191]","{""1"":""1,4""}"
"188_FpgiIYXC","[""483_00003.jpg""]",0,"[]","[2,1225.532,151.277,174.255,172.34]","{""1"":""1,4""}"
"188_6XXXu5QM","[""483_00003.jpg""]",0,"[]","[2,1035.957,82.34,141.703,97.66]","{""1"":""1,4""}"
"188_XMBbXkXv","[""483_00003.jpg""]",0,"[]","[2,1405.532,197.234,208.723,176.17]","{""1"":""1,4""}"
"188_SNGXCGgD","[""483_00003.jpg""]",0,"[]","[2,1662.128,204.894,168.51,189.574]","{""1"":""1,4""}"
"188_7OPTXWU7","[""483_00003.jpg""]",0,"[]","[2,1487.872,145.532,141.702,111.064]","{""1"":""1,4""}"
"188_46X6HEix","[""483_00003.jpg""]",0,"[]","[2,1840.213,275.745,74.681,149.361]","{""1"":""1""}"
"188_ygOl1jTG","[""483_00003.jpg""]",0,"[]","[2,1307.872,122.553,124.468,109.149]","{""1"":""1""}"
"189_awG3eZyR","[""483_00004.jpg""]",0,"[]","[2,438.511,147.447,250.851,149.362]","{""1"":""1""}"
"189_yPmchGsG","[""483_00004.jpg""]",0,"[]","[2,413.617,107.234,130.213,97.66]","{""1"":""1""}"
"189_q33cyttt","[""483_00004.jpg""]",0,"[]","[2,564.894,93.82979,132.12728,88.08521]","{""1"":""1""}"
"189_ZNVeVXGZ","[""483_00004.jpg""]",0,"[]","[2,754.468,134.043,130.213,164.68]","{""1"":""1,4""}"
"189_I34ILXzi","[""483_00004.jpg""]",0,"[]","[2,1007.234,147.447,199.149,153.191]","{""1"":""1,4""}"
"189_FpgiIYXC","[""483_00004.jpg""]",0,"[]","[2,1225.532,151.277,174.255,172.34]","{""1"":""1,4""}"
"189_6XXXu5QM","[""483_00004.jpg""]",0,"[]","[2,1035.957,82.34,141.703,97.66]","{""1"":""1,4""}"
"189_XMBbXkXv","[""483_00004.jpg""]",0,"[]","[2,1405.532,197.234,208.723,176.17]","{""1"":""1,4""}"
"189_SNGXCGgD","[""483_00004.jpg""]",0,"[]","[2,1662.128,204.894,168.51,189.574]","{""1"":""1,4""}"
"189_7OPTXWU7","[""483_00004.jpg""]",0,"[]","[2,1487.872,145.532,141.702,111.064]","{""1"":""1,4""}"
"189_46X6HEix","[""483_00004.jpg""]",0,"[]","[2,1840.213,275.745,74.681,149.361]","{""1"":""1""}"
"189_ygOl1jTG","[""483_00004.jpg""]",0,"[]","[2,1307.872,122.553,124.468,109.149]","{""1"":""1""}"
"190_awG3eZyR","[""483_00005.jpg""]",0,"[]","[2,438.511,147.447,250.851,149.362]","{""1"":""1""}"
"190_yPmchGsG","[""483_00005.jpg""]",0,"[]","[2,413.617,107.234,130.213,97.66]","{""1"":""1""}"
"190_q33cyttt","[""483_00005.jpg""]",0,"[]","[2,564.894,93.82979,132.12728,88.08521]","{""1"":""1""}"
"190_ZNVeVXGZ","[""483_00005.jpg""]",0,"[]","[2,754.468,134.043,130.213,164.68]","{""1"":""1,4""}"
"190_I34ILXzi","[""483_00005.jpg""]",0,"[]","[2,1007.234,147.447,199.149,153.191]","{""1"":""1,4""}"
"190_FpgiIYXC","[""483_00005.jpg""]",0,"[]","[2,1225.532,151.277,174.255,172.34]","{""1"":""1,4""}"
"190_6XXXu5QM","[""483_00005.jpg""]",0,"[]","[2,1035.957,82.34,141.703,97.66]","{""1"":""1,4""}"
"190_XMBbXkXv","[""483_00005.jpg""]",0,"[]","[2,1405.532,197.234,208.723,176.17]","{""1"":""1,4""}"
"190_SNGXCGgD","[""483_00005.jpg""]",0,"[]","[2,1662.128,204.894,168.51,189.574]","{""1"":""1,4""}"
"190_7OPTXWU7","[""483_00005.jpg""]",0,"[]","[2,1487.872,145.532,141.702,111.064]","{""1"":""1,4""}"
"190_46X6HEix","[""483_00005.jpg""]",0,"[]","[2,1840.213,275.745,74.681,149.361]","{""1"":""1""}"
"190_ygOl1jTG","[""483_00005.jpg""]",0,"[]","[2,1307.872,122.553,124.468,109.149]","{""1"":""1""}"
"191_awG3eZyR","[""483_00006.jpg""]",0,"[]","[2,438.511,147.447,250.851,149.362]","{""1"":""1""}"
